Time (h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),Sugar feed rate(Fs:L/h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Oxygen Uptake Rate(OUR:(g min^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Fault reference(Fault_ref:Fault ref),Batch_Number
47.8,0.0022336,12.981,3.4176,6.5007,298.06,1.1304,57.0,60.0,100.0,1.1383,,0.0,1
48.0,0.0022198,12.947,3.4578,6.4924,298.04,1.1343,57.0,60.0,100.0,1.1516,15.306,0.0,1
48.2,0.0023728,12.821,3.4969,6.4877,298.03,1.1383,61.0,60.0,100.0,1.1754,,0.0,1
48.4,0.0024203,12.765,3.5358,6.4875,298.02,1.1425,61.0,60.0,100.0,1.1974,,0.0,1
48.6,0.0023584,12.785,3.5755,6.4919,298.0,1.1466,61.0,60.0,100.0,1.1952,,0.0,1
48.8,0.0023536,12.766,3.6156,6.4983,298.0,1.1506,61.0,60.0,100.0,1.2018,,0.0,1
49.0,0.0023653,12.758,3.6558,6.5048,297.98,1.1547,61.0,60.0,100.0,1.1903,,0.0,1
49.2,0.0023181,12.764,3.6963,6.5101,297.98,1.1587,61.0,60.0,100.0,1.1814,,0.0,1
49.4,0.0022457,12.767,3.7379,6.5131,297.98,1.1627,61.0,60.0,100.0,1.1811,,0.0,1
49.6,0.0021944,12.768,3.7801,6.5125,297.99,1.1666,61.0,60.0,100.0,1.1736,,0.0,1
49.8,0.0021703,12.744,3.8224,6.5072,298.0,1.1705,61.0,60.0,100.0,1.1775,,0.0,1
50.0,0.0021815,12.693,3.8647,6.5,298.01,1.1744,61.0,60.0,100.0,1.1891,,0.0,1
50.2,0.0021408,13.977,3.9012,6.4923,297.9,1.1783,61.0,60.0,100.0,0.8933,,0.0,1
50.4,0.0021237,14.015,3.9376,6.489,298.45,1.1821,61.0,60.0,100.0,0.86104,,0.0,1
50.6,0.0021042,14.023,3.9737,6.4893,298.27,1.1859,61.0,60.0,100.0,0.86847,,0.0,1
50.8,0.0020609,14.067,4.0097,6.4933,298.1,1.1897,61.0,60.0,100.0,0.86585,,0.0,1
51.0,0.0020917,14.045,4.0456,6.4984,297.97,1.1935,61.0,60.0,100.0,0.88119,,0.0,1
51.2,0.0020818,14.069,4.0816,6.5031,297.89,1.1974,61.0,60.0,100.0,0.87961,,0.0,1
51.4,0.0020587,14.084,4.1175,6.5053,298.21,1.2012,61.0,60.0,100.0,0.88166,,0.0,1
51.6,0.0020857,14.062,4.1534,6.5063,298.13,1.205,61.0,60.0,100.0,0.89345,,0.0,1
51.8,0.0021026,14.065,4.1889,6.5043,298.04,1.2089,61.0,60.0,100.0,0.89388,,0.0,1
52.0,0.00208,14.1,4.2246,6.5031,297.97,1.2127,61.0,60.0,100.0,0.8809,,0.0,1
52.2,0.0022408,13.972,4.2597,6.4994,297.94,1.2167,65.0,60.0,100.0,0.91876,,0.0,1
52.4,0.0022069,13.994,4.2948,6.4969,298.16,1.2208,65.0,60.0,100.0,0.93633,,0.0,1
52.6,0.0021844,14.02,4.33,6.496,298.11,1.2248,65.0,60.0,100.0,0.94315,,0.0,1
52.8,0.0022108,14.008,4.365,6.4972,298.05,1.2288,65.0,60.0,100.0,0.9509,,0.0,1
53.0,0.0021807,14.032,4.3998,6.4985,298.01,1.2328,65.0,60.0,100.0,0.95586,,0.0,1
53.2,0.0021231,14.091,4.4352,6.5018,297.97,1.2368,65.0,60.0,100.0,0.94817,,0.0,1
53.4,0.0020838,14.133,4.4704,6.5057,297.94,1.2407,65.0,60.0,100.0,0.94438,,0.0,1
53.6,0.0020567,14.151,4.5057,6.5091,298.1,1.2445,65.0,60.0,100.0,0.94942,,0.0,1
53.8,0.0020241,14.172,4.541,6.5106,298.06,1.2483,65.0,60.0,100.0,0.95598,,0.0,1
54.0,0.0019805,14.187,4.5765,6.5112,298.01,1.2521,65.0,60.0,100.0,0.96259,,0.0,1
54.2,0.0020223,14.156,4.612,6.5088,297.99,1.2559,65.0,60.0,100.0,0.97326,,0.0,1
54.4,0.0019742,14.196,4.6477,6.5023,297.97,1.2597,65.0,60.0,100.0,0.96794,,0.0,1
54.6,0.0019182,14.262,4.6833,6.4957,297.96,1.2634,65.0,60.0,100.0,0.95207,,0.0,1
54.8,0.0018412,14.341,4.7184,6.493,297.94,1.267,65.0,60.0,100.0,0.94205,,0.0,1
55.0,0.0018825,14.32,4.7535,6.4931,298.04,1.2706,65.0,60.0,100.0,0.95353,,0.0,1
55.2,0.001843,14.38,4.7886,6.4955,298.02,1.2742,65.0,60.0,100.0,0.93842,,0.0,1
55.4,0.0018489,14.413,4.8234,6.4987,297.99,1.2777,65.0,60.0,100.0,0.92776,,0.0,1
55.6,0.0018366,14.445,4.8581,6.5018,297.97,1.2813,65.0,60.0,100.0,0.91745,,0.0,1
55.8,0.0018443,14.44,4.8927,6.5051,297.96,1.2848,65.0,60.0,100.0,0.92326,,0.0,1
56.0,0.001852,14.443,4.9274,6.5056,297.96,1.2884,65.0,60.0,100.0,0.92947,,0.0,1
56.2,0.0019458,14.366,4.9625,6.5033,297.96,1.2921,72.0,60.0,100.0,0.9608,,0.0,1
56.4,0.0019641,14.331,4.9979,6.4993,297.97,1.2958,72.0,60.0,100.0,0.98585,,0.0,1
56.6,0.0019181,14.392,5.0333,6.4943,297.97,1.2996,72.0,60.0,100.0,0.97683,,0.0,1
56.8,0.0019166,14.411,5.0688,6.4921,297.97,1.3033,72.0,60.0,100.0,0.97589,,0.0,1
57.0,0.0019215,14.43,5.1046,6.4917,297.97,1.307,72.0,60.0,100.0,0.97346,,0.0,1
57.2,0.0018828,14.504,5.1401,6.4952,297.97,1.3107,72.0,60.0,100.0,0.94803,,0.0,1
57.4,0.0019195,14.467,5.1754,6.5008,297.98,1.3144,72.0,60.0,100.0,0.97244,,0.0,1
57.6,0.0019047,14.479,5.2105,6.5062,297.98,1.3181,72.0,60.0,100.0,0.98266,,0.0,1
57.8,0.0019001,14.496,5.2459,6.5097,297.98,1.3218,72.0,60.0,100.0,0.97591,,0.0,1
58.0,0.0018267,14.554,5.2815,6.5116,297.98,1.3254,72.0,60.0,100.0,0.96643,,0.0,1
58.2,0.0017633,14.62,5.3168,6.5095,297.98,1.329,72.0,60.0,100.0,0.94639,,0.0,1
58.4,0.0017159,14.65,5.3521,6.5061,297.97,1.3324,72.0,60.0,100.0,0.9516,,0.0,1
58.6,0.0017087,14.687,5.3873,6.5039,297.97,1.3359,72.0,60.0,100.0,0.93578,,0.0,1
58.8,0.0016705,14.719,5.4224,6.5044,297.96,1.3393,72.0,60.0,100.0,0.93439,,0.0,1
59.0,0.0016658,14.734,5.4574,6.5032,297.96,1.3426,72.0,60.0,100.0,0.93835,,0.0,1
59.2,0.0016706,14.737,5.4925,6.5008,297.95,1.346,72.0,60.0,100.0,0.94013,,0.0,1
59.4,0.001642,14.783,5.5274,6.4981,297.95,1.3494,72.0,60.0,100.0,0.93172,,0.0,1
59.6,0.0016173,14.814,5.562,6.4965,297.97,1.3527,72.0,60.0,100.0,0.9316,,0.0,1
59.8,0.0016765,14.776,5.5969,6.4938,297.96,1.356,72.0,60.0,100.0,0.94646,,0.0,1
60.0,0.0016796,14.785,5.6316,6.4919,297.96,1.3594,72.0,60.0,100.0,0.95394,16.928,0.0,1
60.2,0.0017563,14.738,5.6664,6.4906,297.96,1.3629,76.0,60.0,100.0,0.97754,,0.0,1
60.4,0.0018084,14.72,5.7011,6.492,297.96,1.3665,76.0,60.0,100.0,0.98602,,0.0,1
60.6,0.0018097,14.754,5.7358,6.4959,297.96,1.3702,76.0,60.0,100.0,0.97265,,0.0,1
60.8,0.0018026,14.785,5.7705,6.501,297.96,1.3738,76.0,60.0,100.0,0.96965,,0.0,1
61.0,0.0018501,14.763,5.8052,6.504,297.97,1.3775,76.0,60.0,100.0,0.9791,,0.0,1
61.2,0.0018052,14.807,5.8396,6.5086,297.97,1.3812,76.0,60.0,100.0,0.97507,,0.0,1
61.4,0.0018327,14.779,5.8742,6.509,297.97,1.3848,76.0,60.0,100.0,0.99198,,0.0,1
61.6,0.0018288,14.781,5.9086,6.5046,297.98,1.3885,76.0,60.0,100.0,1.0006,,0.0,1
61.8,0.0018505,14.765,5.9428,6.5011,297.98,1.3923,76.0,60.0,100.0,1.0128,,0.0,1
62.0,0.0018962,14.728,5.9772,6.4965,297.99,1.3961,76.0,60.0,100.0,1.0294,,0.0,1
62.2,0.0018682,14.762,6.0116,6.4952,297.99,1.3999,76.0,60.0,100.0,1.0324,,0.0,1
62.4,0.0019114,14.724,6.0461,6.4937,298.0,1.4037,76.0,60.0,100.0,1.0569,,0.0,1
62.6,0.0018694,14.757,6.0806,6.4937,298.0,1.4076,76.0,60.0,100.0,1.0652,,0.0,1
62.8,0.0018584,14.781,6.1147,6.4949,298.0,1.4114,76.0,60.0,100.0,1.0662,,0.0,1
63.0,0.0018731,14.78,6.1489,6.4976,298.0,1.4153,76.0,60.0,100.0,1.0726,,0.0,1
63.2,0.001891,14.764,6.183,6.5018,298.0,1.4191,76.0,60.0,100.0,1.0919,,0.0,1
63.4,0.0018348,14.804,6.217,6.5048,298.0,1.423,76.0,60.0,100.0,1.0992,,0.0,1
63.6,0.0017949,14.862,6.2507,6.5076,297.99,1.4268,76.0,60.0,100.0,1.0862,,0.0,1
63.8,0.0017865,14.89,6.2846,6.5096,297.99,1.4305,76.0,60.0,100.0,1.0777,,0.0,1
64.0,0.0017627,14.916,6.3182,6.5094,297.99,1.4342,76.0,60.0,100.0,1.075,,0.0,1
64.2,0.0018724,14.848,6.3521,6.5075,297.99,1.438,80.0,60.0,100.0,1.101,,0.0,1
64.4,0.001857,14.868,6.386,6.5039,298.0,1.4418,80.0,60.0,100.0,1.1061,,0.0,1
64.6,0.0018087,14.899,6.42,6.5001,298.0,1.4456,80.0,60.0,100.0,1.1108,,0.0,1
64.8,0.0017544,14.951,6.4537,6.4978,297.99,1.4493,80.0,60.0,100.0,1.1058,,0.0,1
65.0,0.0017824,14.939,6.4874,6.4949,297.99,1.4531,80.0,60.0,100.0,1.1202,,0.0,1
65.2,0.0018313,14.899,6.5209,6.4934,298.0,1.4569,80.0,60.0,100.0,1.15,,0.0,1
65.4,0.0018079,14.941,6.5544,6.4916,298.0,1.4606,80.0,60.0,100.0,1.149,,0.0,1
65.6,0.0018166,14.959,6.5874,6.493,297.99,1.4644,80.0,60.0,100.0,1.1496,,0.0,1
65.8,0.0017698,15.011,6.6202,6.4978,297.99,1.4682,80.0,60.0,100.0,1.1426,,0.0,1
66.0,0.0018092,14.995,6.6532,6.5026,297.99,1.4719,80.0,60.0,100.0,1.155,,0.0,1
66.2,0.0018159,14.986,6.686,6.5066,297.99,1.4758,80.0,60.0,100.0,1.1704,,0.0,1
66.4,0.0017996,15.021,6.7189,6.5103,297.99,1.4796,80.0,60.0,100.0,1.1634,,0.0,1
66.6,0.0017544,15.058,6.7516,6.5122,297.99,1.4833,80.0,60.0,100.0,1.1622,,0.0,1
66.8,0.0017486,15.07,6.7843,6.5126,297.99,1.487,80.0,60.0,100.0,1.1688,,0.0,1
67.0,0.0017589,15.063,6.8174,6.5082,297.99,1.4907,80.0,60.0,100.0,1.1812,,0.0,1
67.2,0.0017507,15.076,6.8506,6.5009,297.99,1.4944,80.0,60.0,100.0,1.1856,,0.0,1
67.4,0.0017266,15.107,6.8835,6.4905,297.99,1.4981,80.0,60.0,100.0,1.1875,,0.0,1
67.6,0.00172,15.131,6.9165,6.4856,297.98,1.5018,80.0,60.0,100.0,1.1862,,0.0,1
67.8,0.0017264,15.157,6.9496,6.486,297.98,1.5054,80.0,60.0,100.0,1.1841,,0.0,1
68.0,0.0017659,15.155,6.9826,6.4917,297.98,1.5091,80.0,60.0,100.0,1.1884,,0.0,1
68.2,0.0018104,15.144,7.0152,6.4977,297.98,1.5129,84.0,60.0,100.0,1.2095,,0.0,1
68.4,0.0018001,15.19,7.0476,6.5029,297.98,1.5167,84.0,60.0,100.0,1.2014,,0.0,1
68.6,0.0018193,15.2,7.0802,6.5062,297.98,1.5205,84.0,60.0,100.0,1.1984,,0.0,1
68.8,0.0018166,15.218,7.1128,6.5101,297.98,1.5244,84.0,60.0,100.0,1.1983,,0.0,1
69.0,0.0017801,15.255,7.1454,6.5148,297.97,1.5281,84.0,60.0,100.0,1.1935,,0.0,1
69.2,0.0017787,15.26,7.1784,6.5165,297.97,1.5319,84.0,60.0,100.0,1.2026,,0.0,1
69.4,0.0018115,15.221,7.2114,6.5141,297.97,1.5357,84.0,60.0,100.0,1.2314,,0.0,1
69.6,0.0018474,15.197,7.2447,6.5095,297.98,1.5395,84.0,60.0,100.0,1.2524,,0.0,1
69.8,0.0018267,15.226,7.2778,6.5025,297.98,1.5434,84.0,60.0,100.0,1.25,,0.0,1
70.0,0.0018483,15.208,7.3112,6.4935,297.99,1.5473,84.0,60.0,100.0,1.2666,,0.0,1
70.2,0.0018646,15.208,7.3446,6.4876,298.0,1.5512,84.0,60.0,100.0,1.2802,,0.0,1
70.4,0.001868,15.226,7.378,6.4854,298.0,1.5552,84.0,60.0,100.0,1.2841,,0.0,1
70.6,0.0018687,15.243,7.4114,6.4885,298.01,1.5592,84.0,60.0,100.0,1.2879,,0.0,1
70.8,0.0018882,15.261,7.4447,6.4914,298.01,1.5632,84.0,60.0,100.0,1.2886,,0.0,1
71.0,0.0018863,15.273,7.4777,6.4954,298.01,1.5672,84.0,60.0,100.0,1.2973,,0.0,1
71.2,0.0018742,15.324,7.5105,6.4982,298.01,1.5712,84.0,60.0,100.0,1.2821,,0.0,1
71.4,0.0018761,15.343,7.5434,6.5018,298.01,1.5753,84.0,60.0,100.0,1.2837,,0.0,1
71.6,0.0018973,15.362,7.5762,6.5047,298.01,1.5793,84.0,60.0,100.0,1.2781,,0.0,1
71.8,0.0018157,15.439,7.6086,6.508,298.01,1.5833,84.0,60.0,100.0,1.2597,,0.0,1
72.0,0.0017874,15.491,7.6412,6.5079,298.0,1.5872,84.0,60.0,100.0,1.2414,17.879,0.0,1
72.2,0.0019045,15.419,7.6738,6.5078,298.0,1.5912,90.0,60.0,100.0,1.2802,,0.0,1
72.4,0.0019147,15.42,7.7066,6.5056,298.0,1.5952,90.0,60.0,100.0,1.2974,,0.0,1
72.6,0.0019013,15.453,7.7394,6.5034,298.01,1.5993,90.0,60.0,100.0,1.2948,,0.0,1
72.8,0.0018886,15.483,7.772,6.5004,298.01,1.6034,90.0,60.0,100.0,1.2932,,0.0,1
73.0,0.0018157,15.565,7.8044,6.4977,298.0,1.6074,90.0,60.0,100.0,1.2692,,0.0,1
73.2,0.0017866,15.599,7.8365,6.4972,297.99,1.6113,90.0,60.0,100.0,1.2645,,0.0,1
73.4,0.001781,15.617,7.8684,6.4957,297.99,1.6151,90.0,60.0,100.0,1.271,,0.0,1
73.6,0.0017822,15.631,7.9003,6.4978,297.98,1.619,90.0,60.0,100.0,1.2794,,0.0,1
73.8,0.001757,15.667,7.9319,6.4993,297.98,1.6229,90.0,60.0,100.0,1.2787,,0.0,1
74.0,0.0018227,15.643,7.9636,6.5025,297.98,1.6268,90.0,60.0,100.0,1.2949,,0.0,1
74.2,0.0018098,15.664,7.9951,6.5037,297.98,1.6307,90.0,60.0,100.0,1.3023,,0.0,1
74.4,0.0017695,15.716,8.0263,6.5038,297.98,1.6347,90.0,60.0,100.0,1.2917,,0.0,1
74.6,0.0017425,15.752,8.0577,6.5028,297.97,1.6385,90.0,60.0,100.0,1.2847,,0.0,1
74.8,0.0016701,15.816,8.0887,6.5024,297.96,1.6423,90.0,60.0,100.0,1.2717,,0.0,1
75.0,0.0016207,15.872,8.1195,6.5034,297.95,1.646,90.0,60.0,100.0,1.2592,,0.0,1
75.2,0.001551,15.211,8.1584,6.5063,298.02,1.6496,90.0,60.0,100.0,1.5081,,0.0,1
75.4,0.0015468,15.189,8.1974,6.5058,298.07,1.6531,90.0,60.0,100.0,1.5499,,0.0,1
75.6,0.001528,15.174,8.2364,6.5061,298.1,1.6566,90.0,60.0,100.0,1.5588,,0.0,1
75.8,0.0015303,15.146,8.2753,6.5042,298.12,1.6601,90.0,60.0,100.0,1.569,,0.0,1
76.0,0.0015411,15.136,8.3145,6.4997,298.14,1.6636,90.0,60.0,100.0,1.5636,,0.0,1
76.2,0.0019887,14.829,8.3552,6.4884,298.18,1.6677,116.0,60.0,100.0,1.6752,,0.0,1
76.4,0.0019986,14.802,8.3958,6.4817,298.2,1.6721,116.0,60.0,100.0,1.7048,,0.0,1
76.6,0.0020954,14.722,8.4361,6.4793,298.21,1.6766,116.0,60.0,100.0,1.735,,0.0,1
76.8,0.002119,14.701,8.4766,6.4839,298.22,1.6813,116.0,60.0,100.0,1.7427,,0.0,1
77.0,0.0020987,14.716,8.5168,6.4913,298.22,1.686,116.0,60.0,100.0,1.7314,,0.0,1
77.2,0.0020502,14.718,8.5576,6.4992,298.21,1.6906,116.0,60.0,100.0,1.7304,,0.0,1
77.4,0.0021135,14.67,8.5982,6.5072,298.19,1.6952,116.0,60.0,100.0,1.7429,,0.0,1
77.6,0.0021824,14.596,8.6386,6.5145,298.19,1.7,116.0,60.0,100.0,1.769,,0.0,1
77.8,0.0022233,14.558,8.6789,6.5197,298.17,1.7048,116.0,60.0,100.0,1.7829,,0.0,1
78.0,0.0021606,14.567,8.7195,6.5223,298.17,1.7097,116.0,60.0,100.0,1.7761,,0.0,1
78.2,0.0021261,14.556,8.7605,6.5224,298.15,1.7144,116.0,60.0,100.0,1.7749,,0.0,1
78.4,0.0020853,14.557,8.8019,6.5186,298.13,1.7191,116.0,60.0,100.0,1.771,,0.0,1
78.6,0.0021018,14.523,8.8436,6.5122,298.12,1.7237,116.0,60.0,100.0,1.7772,,0.0,1
78.8,0.0021059,14.482,8.8851,6.505,298.12,1.7284,116.0,60.0,100.0,1.7927,,0.0,1
79.0,0.0020386,14.506,8.927,6.4982,298.1,1.733,116.0,60.0,100.0,1.7814,,0.0,1
79.2,0.0020503,14.457,8.969,6.4918,298.08,1.7376,116.0,60.0,100.0,1.7977,,0.0,1
79.4,0.0020297,14.458,9.0112,6.4887,298.05,1.7422,116.0,60.0,100.0,1.7953,,0.0,1
79.6,0.0020007,14.476,9.0537,6.4873,298.04,1.7468,116.0,60.0,100.0,1.778,,0.0,1
79.8,0.0019663,14.5,9.0962,6.4888,298.02,1.7513,116.0,60.0,100.0,1.7621,,0.0,1
80.0,0.0019465,14.499,9.1387,6.4917,298.01,1.7558,116.0,60.0,100.0,1.7596,,0.0,1
80.2,0.0012097,15.158,9.1747,6.5085,297.94,1.7593,90.0,60.0,100.0,1.5313,,0.0,1
80.4,0.0012221,15.135,9.2107,6.5224,298.35,1.7623,90.0,60.0,100.0,1.4982,,0.0,1
80.6,0.0012399,15.079,9.2477,6.5295,298.27,1.7653,90.0,60.0,100.0,1.5136,,0.0,1
80.8,0.0012662,15.015,9.2853,6.5283,298.17,1.7683,90.0,60.0,100.0,1.5374,,0.0,1
81.0,0.0012748,14.963,9.3233,6.5197,298.1,1.7714,90.0,60.0,100.0,1.559,,0.0,1
81.2,0.0013096,14.898,9.3621,6.5044,298.04,1.7745,90.0,60.0,100.0,1.5851,,0.0,1
81.4,0.001296,14.904,9.4005,6.489,298.0,1.7776,90.0,60.0,100.0,1.5793,,0.0,1
81.6,0.0012848,14.916,9.4386,6.4798,297.96,1.7807,90.0,60.0,100.0,1.5714,,0.0,1
81.8,0.0012714,14.933,9.4762,6.4777,297.94,1.7838,90.0,60.0,100.0,1.5605,,0.0,1
82.0,0.0012954,14.912,9.5139,6.4845,298.19,1.7869,90.0,60.0,100.0,1.5626,,0.0,1
82.2,0.0012614,14.942,9.5514,6.4961,298.16,1.79,90.0,60.0,100.0,1.5502,,0.0,1
82.4,0.0012312,14.982,9.5885,6.5082,298.1,1.793,90.0,60.0,100.0,1.5247,,0.0,1
82.6,0.0012061,14.97,9.6259,6.5185,298.05,1.7959,90.0,60.0,100.0,1.5289,,0.0,1
82.8,0.0011893,14.941,9.6636,6.525,298.02,1.7988,90.0,60.0,100.0,1.544,,0.0,1
83.0,0.0012246,14.862,9.7019,6.5243,298.01,1.8017,90.0,60.0,100.0,1.5763,,0.0,1
83.2,0.0012137,14.852,9.7403,6.5169,298.0,1.8046,90.0,60.0,100.0,1.5772,,0.0,1
83.4,0.001185,14.854,9.7783,6.5045,297.99,1.8075,90.0,60.0,100.0,1.5747,,0.0,1
83.6,0.0011697,14.864,9.8159,6.4918,297.99,1.8104,90.0,60.0,100.0,1.5654,,0.0,1
83.8,0.0011286,14.907,9.8527,6.4835,297.98,1.8131,90.0,60.0,100.0,1.5456,,0.0,1
84.0,0.0011453,14.883,9.8896,6.4802,297.98,1.8159,90.0,60.0,100.0,1.548,19.471,0.0,1
84.2,0.0011257,14.912,9.9259,6.4856,297.97,1.8186,90.0,60.0,100.0,1.5344,,0.0,1
84.4,0.0011122,14.907,9.9618,6.4953,297.96,1.8213,90.0,60.0,100.0,1.5399,,0.0,1
84.6,0.001075,14.943,9.9969,6.5085,297.95,1.824,90.0,60.0,100.0,1.5231,,0.0,1
84.8,0.0011128,14.874,10.033,6.519,297.95,1.8267,90.0,60.0,100.0,1.5457,,0.0,1
85.0,0.0011099,14.85,10.069,6.5236,297.95,1.8294,90.0,60.0,100.0,1.5546,,0.0,1
85.2,0.0011275,14.801,10.105,6.5195,297.96,1.8321,90.0,60.0,100.0,1.5712,,0.0,1
85.4,0.0011286,14.767,10.141,6.5106,297.96,1.8349,90.0,60.0,100.0,1.5842,,0.0,1
85.6,0.001154,14.725,10.178,6.4965,297.97,1.8377,90.0,60.0,100.0,1.5931,,0.0,1
85.8,0.0011129,14.757,10.214,6.4838,297.97,1.8405,90.0,60.0,100.0,1.5818,,0.0,1
86.0,0.00111,14.762,10.251,6.4771,297.97,1.8432,90.0,60.0,100.0,1.5749,,0.0,1
86.2,0.0011115,14.789,10.287,6.4791,297.98,1.8459,90.0,60.0,100.0,1.5507,,0.0,1
86.4,0.0011106,14.797,10.322,6.485,297.98,1.8487,90.0,60.0,100.0,1.543,,0.0,1
86.6,0.0010953,14.795,10.358,6.4941,297.97,1.8514,90.0,60.0,100.0,1.5487,,0.0,1
86.8,0.001105,14.784,10.393,6.5043,297.97,1.8541,90.0,60.0,100.0,1.5481,,0.0,1
87.0,0.0011037,14.784,10.428,6.5136,297.97,1.8568,90.0,60.0,100.0,1.5419,,0.0,1
87.2,0.0010846,14.79,10.463,6.5194,297.97,1.8595,90.0,60.0,100.0,1.5348,,0.0,1
87.4,0.0011158,14.726,10.499,6.5182,297.97,1.8622,90.0,60.0,100.0,1.5541,,0.0,1
87.6,0.0011585,14.645,10.536,6.5094,297.98,1.865,90.0,60.0,100.0,1.5851,,0.0,1
87.8,0.0011682,14.619,10.573,6.5,297.99,1.8679,90.0,60.0,100.0,1.5949,,0.0,1
88.0,0.0011738,14.595,10.611,6.4928,298.0,1.8707,90.0,60.0,100.0,1.5998,,0.0,1
88.2,0.0011557,14.611,10.647,6.4875,298.0,1.8736,90.0,60.0,100.0,1.5928,,0.0,1
88.4,0.0012053,14.546,10.685,6.4853,298.01,1.8765,90.0,60.0,100.0,1.6152,,0.0,1
88.6,0.0012085,14.54,10.722,6.4877,298.02,1.8795,90.0,60.0,100.0,1.6219,,0.0,1
88.8,0.0012328,14.534,10.759,6.4938,298.02,1.8824,90.0,60.0,100.0,1.6147,,0.0,1
89.0,0.0012098,14.55,10.796,6.5024,298.02,1.8854,90.0,60.0,100.0,1.606,,0.0,1
89.2,0.0012092,14.527,10.833,6.5094,298.02,1.8884,90.0,60.0,100.0,1.6135,,0.0,1
89.4,0.0011912,14.538,10.869,6.516,298.01,1.8913,90.0,60.0,100.0,1.6045,,0.0,1
89.6,0.0012102,14.481,10.907,6.5179,298.02,1.8943,90.0,60.0,100.0,1.624,,0.0,1
89.8,0.0012372,14.424,10.945,6.5152,298.02,1.8973,90.0,60.0,100.0,1.6416,,0.0,1
90.0,0.0012745,14.354,10.984,6.5085,298.03,1.9004,90.0,60.0,100.0,1.6634,,0.0,1
90.2,0.001265,14.735,11.023,6.5016,298.03,1.5517,90.0,75.0,100.0,1.5919,,0.0,1
90.4,0.0012526,14.736,11.061,6.4943,298.03,1.5335,90.0,75.0,100.0,1.529,,0.0,1
90.6,0.0012723,14.712,11.1,6.4919,298.04,1.5347,90.0,75.0,100.0,1.526,,0.0,1
90.8,0.0012787,14.703,11.138,6.4947,298.04,1.5371,90.0,75.0,100.0,1.5251,,0.0,1
91.0,0.0012933,14.697,11.177,6.498,298.03,1.5396,90.0,75.0,100.0,1.5204,,0.0,1
91.2,0.001317,14.658,11.216,6.4996,298.03,1.5422,90.0,75.0,100.0,1.5397,,0.0,1
91.4,0.0012991,14.657,11.255,6.5042,298.02,1.5447,90.0,75.0,100.0,1.5477,,0.0,1
91.6,0.0012686,14.691,11.293,6.5081,298.02,1.5472,90.0,75.0,100.0,1.5206,,0.0,1
91.8,0.0012492,14.692,11.331,6.5109,298.01,1.5496,90.0,75.0,100.0,1.5194,,0.0,1
92.0,0.0012802,14.648,11.37,6.5092,298.01,1.5521,90.0,75.0,100.0,1.5239,,0.0,1
92.2,0.001295,14.621,11.408,6.5063,298.01,1.5546,90.0,75.0,100.0,1.5282,,0.0,1
92.4,0.0013014,14.604,11.447,6.5016,298.01,1.5571,90.0,75.0,100.0,1.5312,,0.0,1
92.6,0.0013064,14.601,11.485,6.4979,298.02,1.5597,90.0,75.0,100.0,1.5233,,0.0,1
92.8,0.0012866,14.589,11.523,6.4958,298.02,1.5622,90.0,75.0,100.0,1.5345,,0.0,1
93.0,0.0012614,14.601,11.561,6.4944,298.02,1.5647,90.0,75.0,100.0,1.5324,,0.0,1
93.2,0.0012155,14.624,11.598,6.4947,298.01,1.5671,90.0,75.0,100.0,1.5303,,0.0,1
93.4,0.0012284,14.606,11.636,6.496,298.01,1.5695,90.0,75.0,100.0,1.5305,,0.0,1
93.6,0.0012033,14.626,11.673,6.5003,298.01,1.5719,90.0,75.0,100.0,1.5167,,0.0,1
93.8,0.0012163,14.618,11.71,6.5057,298.0,1.5743,90.0,75.0,100.0,1.5062,,0.0,1
94.0,0.0011803,14.65,11.747,6.5116,298.0,1.5767,90.0,75.0,100.0,1.4862,,0.0,1
94.2,0.0011939,14.593,11.784,6.5133,298.0,1.579,90.0,75.0,100.0,1.5164,,0.0,1
94.4,0.0011906,14.56,11.822,6.5105,298.0,1.5814,90.0,75.0,100.0,1.5368,,0.0,1
94.6,0.0011669,14.55,11.859,6.5041,298.0,1.5837,90.0,75.0,100.0,1.5455,,0.0,1
94.8,0.0011517,14.539,11.896,6.4976,298.0,1.586,90.0,75.0,100.0,1.556,,0.0,1
95.0,0.0011501,14.522,11.933,6.4924,297.99,1.5883,90.0,75.0,100.0,1.566,,0.0,1
95.2,0.0011524,14.502,11.97,6.4917,297.99,1.5906,90.0,75.0,100.0,1.5806,,0.0,1
95.4,0.0011416,14.508,12.006,6.4948,297.99,1.5929,90.0,75.0,100.0,1.58,,0.0,1
95.6,0.0011643,14.472,12.043,6.5009,297.99,1.5953,90.0,75.0,100.0,1.5931,,0.0,1
95.8,0.0011739,14.44,12.08,6.5056,297.99,1.5976,90.0,75.0,100.0,1.6091,,0.0,1
96.0,0.0011866,14.413,12.117,6.508,297.99,1.6,90.0,75.0,100.0,1.6222,20.781,0.0,1
96.2,0.0011545,14.439,12.154,6.5089,297.99,1.6023,90.0,75.0,100.0,1.6069,,0.0,1
96.4,0.0011467,14.432,12.19,6.5088,297.99,1.6046,90.0,75.0,100.0,1.6076,,0.0,1
